queue_index,item_type,source_layer,source_index,candidate_id,map_name,buffer_metres,x,y,n_partners_within_threshold,nearest_partner_m,nearest_partner_layer,student_map_symbol,student_feature_type,student_reviewed_subtype
193,phantom,promoted_phantom,193,193,K-35-067-3,75.0,516787.37647375104,4666770.74189507,1,48.894604356639526,corrected_student,,,
194,phantom,promoted_phantom,194,194,K-35-067-3,50.0,502327.5948588225,4661837.56518443,0,1431.802789051139,corrected_student,,,
195,phantom,promoted_phantom,195,195,K-35-067-4,50.0,530792.5703265485,4657524.708227453,0,711.5795489181337,corrected_student,,,
196,phantom,promoted_phantom,196,196,K-35-067-4,50.0,538147.5446331687,4660656.139579659,0,1558.446079358076,corrected_student,,,
197,phantom,promoted_phantom,197,197,K-35-067-4,50.0,530973.5839759739,4657455.140825599,0,518.0806350461228,corrected_student,,,
198,phantom,promoted_phantom,198,198,K-35-074-3,50.0,302473.9991595439,4625872.734648609,0,3314.575282688595,corrected_student,,,
199,phantom,promoted_phantom,199,199,K-35-067-1,150.0,512391.4297989929,4675477.774304446,0,129.80121649708894,corrected_student,,,
200,phantom,promoted_phantom,200,200,K-35-075-1,50.0,335593.55075330945,4649843.665890825,0,150.9544394834639,corrected_student,,,
201,phantom,promoted_phantom,201,201,K-35-075-1,50.0,342400.61806327803,4651406.160372101,1,22.09597942103161,corrected_student,,,
202,phantom,promoted_phantom,202,202,K-35-075-1,50.0,347875.0299867385,4645356.758761241,0,247.26742761415758,corrected_student,,,
203,phantom,promoted_phantom,203,203,K-35-075-1,100.0,335478.69095445547,4649678.538115545,0,87.39586155083627,corrected_student,,,
204,phantom,promoted_phantom,204,204,K-35-075-1,50.0,350145.2283415084,4651154.133578406,1,19.906397910975983,corrected_student,,,
205,phantom,promoted_phantom,205,205,K-35-075-1,50.0,345833.8389682804,4651129.11908866,1,7.051905564709395,corrected_student,,,
206,phantom,promoted_phantom,206,206,K-35-075-1,50.0,338317.93997311965,4644686.7771534575,0,554.4600872877244,corrected_student,,,
207,phantom,promoted_phantom,207,207,K-35-075-2,50.0,370792.0984919917,4650580.602025092,1,10.189385287761485,corrected_student,,,
208,phantom,promoted_phantom,208,208,K-35-075-2,50.0,367621.7772233892,4646311.43284818,0,659.8794661201382,corrected_student,,,
209,phantom,promoted_phantom,209,209,K-35-075-2,50.0,362141.0059575968,4641978.566177576,0,1457.958791556872,corrected_student,,,
210,phantom,promoted_phantom,210,210,K-35-075-2,50.0,374879.76243034936,4639434.265306488,1,25.695674953127842,corrected_student,,,
211,phantom,promoted_phantom,211,211,K-35-075-2,50.0,369941.21484464407,4647388.670450493,1,25.454852190751545,corrected_student,,,
212,phantom,promoted_phantom,212,212,K-35-075-2,100.0,366332.58959351,4649721.87010674,0,97.01100244938715,corrected_student,,,
213,phantom,promoted_phantom,213,213,K-35-075-1,50.0,334395.4826918878,4647092.396465078,0,148.0642490096974,corrected_student,,,
214,phantom,promoted_phantom,214,214,K-35-075-3,50.0,353866.2190142085,4627750.788698006,0,1502.1920725188074,corrected_student,,,
215,phantom,promoted_phantom,215,215,K-35-076-1,50.0,385511.8064332153,4637588.483588287,0,608.4704558239616,corrected_student,,,
216,phantom,promoted_phantom,216,216,K-35-076-1,50.0,386890.8113367816,4650408.813942738,1,3.1056964557466955,corrected_student,,,
217,phantom,promoted_phantom,217,217,K-35-076-1,75.0,387879.73742044345,4633835.029781407,0,91.55409701513774,corrected_student,,,
218,phantom,promoted_phantom,218,218,K-35-076-1,50.0,384994.0203053726,4648526.515625425,0,1436.5694103668654,corrected_student,,,
219,phantom,promoted_phantom,219,219,K-35-076-1,125.0,395620.3129825921,4648283.935674935,0,104.85860929873007,corrected_student,,,
220,phantom,promoted_phantom,220,220,K-35-076-2,50.0,396964.9649095941,4643961.557926274,0,798.9837137739704,corrected_student,,,
221,phantom,promoted_phantom,221,221,K-35-076-2,50.0,397255.5145782819,4643813.869013432,0,1091.9886648644172,corrected_student,,,
222,phantom,promoted_phantom,222,222,K-35-076-2,50.0,396405.2549183027,4647536.5451765,0,1164.6973919852257,corrected_student,,,
223,phantom,promoted_phantom,223,223,K-35-076-2,50.0,396360.1153846791,4647360.497463327,0,1254.5390633915645,corrected_student,,,
224,phantom,promoted_phantom,224,224,K-35-076-2,50.0,397625.9892252882,4647324.0793247,0,2320.226630516508,corrected_student,,,
225,phantom,promoted_phantom,225,225,K-35-076-2,50.0,397322.7849591067,4647018.876824234,0,2208.4425921877323,corrected_student,,,
226,phantom,promoted_phantom,226,226,K-35-076-2,50.0,397614.8859184999,4646969.902729358,0,2478.9232453097097,corrected_student,,,
227,phantom,promoted_phantom,227,227,K-35-076-2,50.0,404613.9659488776,4643865.451448247,0,3795.0405590414307,corrected_student,,,
228,phantom,promoted_phantom,228,228,K-35-076-2,50.0,402702.1619785324,4647563.251559686,0,3388.4048395126533,corrected_student,,,
229,phantom,promoted_phantom,229,229,K-35-076-2,50.0,404640.8138960752,4648128.949953099,1,3046.990235001972,corrected_student,,,
230,phantom,promoted_phantom,230,230,K-35-076-2,50.0,404565.3012926487,4647730.62610747,0,3384.1503179999117,corrected_student,,,
231,phantom,promoted_phantom,231,231,K-35-076-2,50.0,405936.71896440064,4647133.115050967,0,4429.899054491593,corrected_student,,,
232,phantom,promoted_phantom,232,232,K-35-076-2,50.0,409721.4339235075,4649761.943159974,0,762.7856955874629,corrected_student,,,
233,phantom,promoted_phantom,233,233,K-35-076-2,50.0,407990.072057562,4649422.949867356,0,2166.939599733678,corrected_student,,,
234,phantom,promoted_phantom,234,234,K-35-076-2,50.0,408042.4284330273,4649075.648219754,1,2319.214975159517,corrected_student,,,
235,phantom,promoted_phantom,235,235,K-35-076-2,50.0,407333.1296849703,4649453.638394506,0,2016.6962148022646,corrected_student,,,
236,phantom,promoted_phantom,236,236,K-35-076-2,50.0,412660.93330177286,4644813.980482765,0,3833.080442810175,corrected_student,,,
237,phantom,promoted_phantom,237,237,K-35-076-2,50.0,412595.1625223199,4644123.949615524,0,3428.5890681255128,corrected_student,,,
238,phantom,promoted_phantom,238,238,K-35-076-1,50.0,377517.5768905287,4650637.055892599,1,24.686516277848057,corrected_student,,,
239,phantom,promoted_phantom,239,239,K-35-076-2,50.0,409867.9432603296,4648800.914707513,0,1710.403749523475,corrected_student,,,
240,phantom,promoted_phantom,240,240,K-35-076-2,50.0,410333.31486411457,4648619.56081098,0,1949.1315613674383,corrected_student,,,
241,phantom,promoted_phantom,241,241,K-35-076-2,50.0,397553.06067961146,4645945.7288548425,0,2463.044789894068,corrected_student,,,
242,phantom,promoted_phantom,242,242,K-35-076-2,50.0,411992.0454759299,4648559.664417473,0,2887.5761665745613,corrected_student,,,
243,phantom,promoted_phantom,243,243,K-35-076-2,50.0,411888.5965670293,4648097.583498988,0,3150.4983568064345,corrected_student,,,
244,phantom,promoted_phantom,244,244,K-35-076-1,50.0,394954.4872303032,4641157.5858711805,0,1472.4208645487868,corrected_student,,,
245,phantom,promoted_phantom,245,245,K-35-076-2,50.0,410343.553718654,4646909.362371114,0,3633.7523286728147,corrected_student,,,
246,phantom,promoted_phantom,246,246,K-35-076-2,50.0,413729.33562593296,4648093.435414118,0,3917.1371197021595,corrected_student,,,
247,phantom,promoted_phantom,247,247,K-35-076-2,50.0,414534.91856044746,4648092.829490237,0,3187.5513018159304,corrected_student,,,
248,phantom,promoted_phantom,248,248,K-35-076-2,50.0,398102.8251125454,4643524.848633961,0,1590.2985970294224,corrected_student,,,
249,phantom,promoted_phantom,249,249,K-35-076-2,50.0,399390.08115116,4643472.931751877,0,641.7327866535809,corrected_student,,,
250,phantom,promoted_phantom,250,250,K-35-076-2,50.0,415398.4684130797,4644393.131737611,0,3217.367284481225,corrected_student,,,
251,phantom,promoted_phantom,251,251,K-35-076-2,50.0,416479.288708541,4643915.396952004,0,2110.1433250652085,corrected_student,,,
252,phantom,promoted_phantom,252,252,K-35-076-2,50.0,413283.6614744101,4649974.122213607,0,2034.6916732336497,corrected_student,,,
253,phantom,promoted_phantom,253,253,K-35-076-2,50.0,413694.5073187466,4649745.8312988905,0,2455.2665914992554,corrected_student,,,
254,phantom,promoted_phantom,254,254,K-35-076-2,50.0,413912.26715623337,4649587.1635012,0,2714.1561839931865,corrected_student,,,
255,phantom,promoted_phantom,255,255,K-35-076-2,50.0,398237.6230197356,4646791.960960122,0,3106.1798801891146,corrected_student,,,
256,phantom,promoted_phantom,256,256,K-35-076-2,50.0,398932.7630816722,4646328.080765796,0,3529.77497135153,corrected_student,,,
257,phantom,promoted_phantom,257,257,K-35-076-2,50.0,398142.5537252118,4646179.197155009,0,3008.7942462247397,corrected_student,,,
258,phantom,promoted_phantom,258,258,K-35-076-2,50.0,399888.1690976688,4644012.349025295,0,1201.7296452600772,corrected_student,,,
259,phantom,promoted_phantom,259,259,K-35-076-2,50.0,414914.9601664497,4648141.67546048,0,2817.285867580703,corrected_student,,,
260,phantom,promoted_phantom,260,260,K-35-076-2,50.0,415321.5235798368,4648191.705689116,0,2426.5928870041907,corrected_student,,,
261,phantom,promoted_phantom,261,261,K-35-076-2,50.0,400606.4921770625,4643149.310344997,0,521.2090127515007,corrected_student,,,
262,phantom,promoted_phantom,262,262,K-35-076-2,50.0,400678.1842879052,4643101.333099757,0,492.41796940187055,corrected_student,,,
263,phantom,promoted_phantom,263,263,K-35-076-2,50.0,400503.79361411,4648403.528885528,0,2578.0349109979816,corrected_student,,,
264,phantom,promoted_phantom,264,264,K-35-076-1,150.0,393995.4554785328,4634567.306335055,1,143.81328970621732,corrected_student,,,
265,phantom,promoted_phantom,265,265,K-35-076-4,50.0,401637.1881438065,4615082.873377882,0,966.8649424650799,corrected_student,,,
266,phantom,promoted_phantom,266,266,K-35-076-3,75.0,377934.3189306939,4629844.516831126,0,54.56974225345227,corrected_student,,,
267,phantom,promoted_phantom,267,267,K-35-076-4,100.0,401076.7917029981,4630123.832852522,0,86.00476378440074,corrected_student,,,
268,phantom,promoted_phantom,268,268,K-35-077-1,50.0,418396.4960238573,4633967.2558881575,0,730.2185687590974,corrected_student,,,
269,phantom,promoted_phantom,269,269,K-35-076-4,50.0,399373.0598462536,4618122.944159527,0,1400.5542115965404,corrected_student,,,
270,phantom,promoted_phantom,270,270,K-35-077-1,50.0,417282.9548753721,4636355.636292756,0,2349.7471417419038,corrected_student,,,
271,phantom,promoted_phantom,271,271,K-35-077-1,50.0,428432.2348498495,4642673.800241184,0,1044.6364743801464,corrected_student,,,
272,phantom,promoted_phantom,272,272,K-35-077-1,50.0,433117.0889256737,4644849.613849892,0,583.115254290701,corrected_student,,,
273,phantom,promoted_phantom,273,273,K-35-077-1,50.0,436543.4987482477,4635110.838980169,0,1147.7650104059728,corrected_student,,,
274,phantom,promoted_phantom,274,274,K-35-077-1,50.0,437256.7207906621,4644294.256193921,0,352.71122296532053,corrected_student,,,
275,phantom,promoted_phantom,275,275,K-35-077-2,50.0,438299.3078284074,4642773.095142674,0,620.5516572391624,corrected_student,,,
276,phantom,promoted_phantom,276,276,K-35-077-2,50.0,438710.4432344909,4634529.399734234,0,396.8992618573322,corrected_student,,,
277,phantom,promoted_phantom,277,277,K-35-077-2,50.0,439192.5420086917,4640384.256389651,0,124.0083161767224,corrected_student,,,
278,phantom,promoted_phantom,278,278,K-35-077-2,50.0,444870.4966636764,4634620.9069679,0,638.8601012852064,corrected_student,,,
279,phantom,promoted_phantom,279,279,K-35-077-2,50.0,438527.7514744506,4634901.79487172,0,778.9808064153577,corrected_student,,,
280,phantom,promoted_phantom,280,280,K-35-077-2,50.0,443756.9863523472,4643247.679224824,0,557.2642433432578,corrected_student,,,
281,phantom,promoted_phantom,281,281,K-35-077-2,50.0,438168.5872224325,4643981.519229799,0,409.93678207279254,corrected_student,,,
282,phantom,promoted_phantom,282,282,K-35-077-2,50.0,437966.6236393319,4643270.642885483,0,776.1755669211498,corrected_student,,,
283,phantom,promoted_phantom,283,283,K-35-077-2,50.0,437882.0801408593,4643193.71089908,1,680.7510597210842,corrected_student,,,
284,phantom,promoted_phantom,284,284,K-35-077-2,50.0,443927.65976463846,4635343.7482568445,0,865.4967012544986,corrected_student,,,
285,phantom,promoted_phantom,285,285,K-35-077-2,50.0,443940.5134319306,4634516.092542949,0,121.22455820319675,corrected_student,,,
286,phantom,promoted_phantom,286,286,K-35-077-2,50.0,442751.5507764906,4634466.438149408,0,108.1988543816093,corrected_student,,,
287,phantom,promoted_phantom,287,287,K-35-077-2,75.0,449660.72120548936,4632057.956717782,1,537.755213529438,corrected_student,,,
288,phantom,promoted_phantom,288,288,K-35-077-2,50.0,449473.4270633895,4632221.462025722,0,289.1988605676582,corrected_student,,,
289,phantom,promoted_phantom,289,289,K-35-077-2,50.0,445999.0476792916,4631961.05344064,0,686.9514303648937,corrected_student,,,
290,phantom,promoted_phantom,290,290,K-35-077-2,100.0,453568.7515710082,4633058.035086238,0,145.89863568598201,corrected_student,,,
291,phantom,promoted_phantom,291,291,K-35-077-2,50.0,453587.3967784649,4632982.690040517,0,169.521285979907,corrected_student,,,
292,phantom,promoted_phantom,292,292,K-35-077-2,50.0,446642.4621838176,4634847.212660592,0,519.3476820942049,corrected_student,,,
293,phantom,promoted_phantom,293,293,K-35-077-2,50.0,449612.9823560473,4632058.515923261,1,501.8252032469075,corrected_student,,,
294,phantom,promoted_phantom,294,294,K-35-077-2,50.0,452139.9647818182,4631679.184036146,0,294.8304016844451,corrected_student,,,
295,phantom,promoted_phantom,295,295,K-35-077-3,50.0,425756.2688471523,4624699.963585111,2,1343.1003421625298,corrected_student,,,
296,phantom,promoted_phantom,296,296,K-35-077-3,50.0,425669.36654267873,4624629.765418389,0,1453.2331356793677,corrected_student,,,
297,phantom,promoted_phantom,297,297,K-35-077-3,50.0,425902.4385920204,4628671.986922215,0,958.8223026940084,corrected_student,,,
298,phantom,promoted_phantom,298,298,K-35-077-3,50.0,426625.0121444201,4628536.126590539,0,622.7314733728027,corrected_student,,,
299,phantom,promoted_phantom,299,299,K-35-077-2,50.0,440720.6009559982,4634119.738046183,0,255.60279395855787,corrected_student,,,
300,phantom,promoted_phantom,300,300,K-35-077-2,50.0,439874.001867719,4633939.680798832,0,223.9416304173327,corrected_student,,,
301,phantom,promoted_phantom,301,301,K-35-077-3,50.0,424087.07405892544,4624533.541694504,0,1761.8222301529115,corrected_student,,,
302,phantom,promoted_phantom,302,302,K-35-077-3,50.0,425268.35856386303,4620737.113840352,0,371.2522879791464,corrected_student,,,
303,phantom,promoted_phantom,303,303,K-35-077-3,50.0,424403.6066121116,4620661.288669682,0,831.6914786298803,corrected_student,,,
304,phantom,promoted_phantom,304,304,K-35-077-3,50.0,425215.187731354,4620851.482590793,0,245.23046127772486,corrected_student,,,
305,phantom,promoted_phantom,305,305,K-35-077-2,50.0,440074.985005167,4632533.676108518,0,885.3610169594369,corrected_student,,,
306,phantom,promoted_phantom,306,306,K-35-077-4,50.0,446584.3358807515,4630517.885297219,0,711.4793492504388,corrected_student,,,
307,phantom,promoted_phantom,307,307,K-35-077-3,50.0,420521.8202365821,4616684.920888647,0,2262.1906834326387,corrected_student,,,
308,phantom,promoted_phantom,308,308,K-35-077-4,50.0,442553.1828965673,4622988.640883221,2,24.126758592990438,corrected_student,,,
309,phantom,promoted_phantom,309,309,K-35-077-4,150.0,450949.1989711416,4630505.084869056,0,163.06171804679897,corrected_student,,,
310,phantom,promoted_phantom,310,310,K-35-053-1,50.0,437344.727359379,4719375.091098976,0,1612.7484032690663,corrected_student,,,
311,phantom,promoted_phantom,311,311,K-35-055-1,50.0,512888.02366582846,4710294.961604647,0,504.9417620816571,corrected_student,,,
312,phantom,promoted_phantom,312,312,K-35-062-4_Asenovgrad_4326,50.0,325226.56053280365,4658389.594758909,0,896.1308092961499,corrected_student,,,
313,phantom,promoted_phantom,313,313,K-35-064-1_Sredets_4326,50.0,380757.2375028532,4674440.976645757,1,45.77581183894111,corrected_student,,,
314,phantom,promoted_phantom,314,314,K-35-064-2_Radnevo_4326,125.0,414540.4669371967,4676725.139511772,0,118.32968296864487,corrected_student,,,
315,phantom,promoted_phantom,315,315,K-35-067-3,75.0,516892.2617501012,4667179.073995258,0,63.87775801208651,corrected_student,,,
316,phantom,promoted_phantom,316,316,K-35-075-1,50.0,338796.8782130202,4644957.511204619,0,375.21817493812176,corrected_student,,,
317,phantom,promoted_phantom,317,317,K-35-076-2,125.0,398249.4999657488,4646899.716467193,0,3066.3199794464767,corrected_student,,,
318,phantom,promoted_phantom,318,318,K-35-077-1,50.0,416931.9722694679,4632096.983221462,0,424.4526290015229,corrected_student,,,
319,phantom,promoted_phantom,319,319,K-35-077-1,50.0,435348.0189601904,4649877.294134155,1,21.690523811243366,corrected_student,,,
320,phantom,promoted_phantom,320,320,K-35-052-3,50.0,381118.87896424095,4688531.030684632,0,82.95009702533252,corrected_student,,,
321,phantom,promoted_phantom,321,321,K-35-063-4_Skobelevo_4326,75.0,375317.2265575996,4662300.705672138,0,63.75099482359966,corrected_student,,,
322,phantom,promoted_phantom,322,322,K-35-065-4,100.0,458056.85337343975,4659829.820403496,1,81.86207963782351,corrected_student,,,
323,phantom,promoted_phantom,323,323,K-35-051-3,50.0,336290.21963168395,4696958.06313015,0,165.45362368942565,corrected_student,,,
324,phantom,promoted_phantom,324,324,K-35-051-3,75.0,341721.9153214452,4696087.341843923,0,57.76808112920799,corrected_student,,,
325,phantom,promoted_phantom,325,325,K-35-051-4,50.0,360793.8489945543,4701050.738545369,1,24.025691923421405,corrected_student,,,
326,phantom,promoted_phantom,326,326,K-35-052-3,50.0,395286.1512784786,4694105.102890314,0,719.0942199527256,corrected_student,,,
327,phantom,promoted_phantom,327,327,K-35-052-3,150.0,381703.0675263531,4696041.952277134,0,133.2776820080552,corrected_student,,,
328,phantom,promoted_phantom,328,328,K-35-053-2,50.0,457770.7204287829,4712063.668776312,1,22.36818086321333,corrected_student,,,
329,phantom,promoted_phantom,329,329,K-35-053-4_Boyadzhik,50.0,456661.2942823143,4693737.100194244,1,39.14558455985597,corrected_student,,,
330,phantom,promoted_phantom,330,330,K-35-053-4_Boyadzhik,50.0,450822.76592343085,4703814.822595004,1,41.44845002904062,corrected_student,,,
331,phantom,promoted_phantom,331,331,K-35-054-1_Straldzha_4326,50.0,478793.9937834991,4721281.480426931,0,57.93842234177847,corrected_student,,,
332,phantom,promoted_phantom,332,332,K-35-054-1_Straldzha_4326,50.0,465588.8969569319,4715822.698315332,1,17.620868571702562,corrected_student,,,
333,phantom,promoted_phantom,333,333,K-35-054-2_Atolov_4326,50.0,484717.6647861839,4710582.77591911,0,599.8502299775303,corrected_student,,,
334,phantom,promoted_phantom,334,334,K-35-054-2_Atolov_4326,50.0,481139.9886502434,4722071.458522251,2,47.88552832362852,corrected_student,,,
335,phantom,promoted_phantom,335,335,K-35-054-2_Atolov_4326,150.0,488677.6029353978,4705294.505529053,0,139.20953919901964,corrected_student,,,
336,phantom,promoted_phantom,336,336,K-35-054-2_Atolov_4326,50.0,486291.4080294416,4713522.839982312,2,45.23231157250589,corrected_student,,,
337,phantom,promoted_phantom,337,337,K-35-054-2_Atolov_4326,50.0,491794.5764478376,4718736.849628665,1,25.980075219450082,corrected_student,,,
338,phantom,promoted_phantom,338,338,K-35-054-2_Atolov_4326,50.0,492754.0557222359,4722160.824195576,0,239.35572089597832,corrected_student,,,
339,phantom,promoted_phantom,339,339,K-35-054-2_Atolov_4326,50.0,482805.27138793765,4716878.477690535,1,35.56681493272489,corrected_student,,,
340,phantom,promoted_phantom,340,340,K-35-054-4_Voynika,50.0,486218.7166743732,4703078.712812742,2,12.388935713789138,corrected_student,,,
341,phantom,promoted_phantom,341,341,K-35-054-3_Yambol,50.0,476329.5738079207,4696511.217674119,1,38.93002567215628,corrected_student,,,
342,phantom,promoted_phantom,342,342,K-35-054-1_Straldzha_4326,75.0,465555.49984767445,4707202.069579521,0,52.442757875537325,corrected_student,,,
343,phantom,promoted_phantom,343,343,K-35-054-4_Voynika,50.0,495974.4174418115,4691710.25773082,1,30.300127455011797,corrected_student,,,
344,phantom,promoted_phantom,344,344,K-35-055-1,50.0,517733.6164794413,4706951.811744794,1,29.710682427369523,corrected_student,,,
345,phantom,promoted_phantom,345,345,K-35-055-2,50.0,525861.4043279083,4714087.270157969,0,591.8984435059358,corrected_student,,,
346,phantom,promoted_phantom,346,346,K-35-055-2,50.0,522185.68830620265,4716961.366837057,1,52.832187037993506,corrected_student,,,
347,phantom,promoted_phantom,347,347,K-35-054-2_Atolov_4326,50.0,482829.98100861936,4723113.085162655,1,42.12531110351438,corrected_student,,,
348,phantom,promoted_phantom,348,348,K-35-055-4,50.0,535579.8132792034,4692431.415869057,1,31.076709369505593,corrected_student,,,
349,phantom,promoted_phantom,349,349,K-35-062-4_Asenovgrad_4326,50.0,321984.5049544693,4658702.266428061,0,1159.6859115503833,corrected_student,,,
350,phantom,promoted_phantom,350,350,K-35-062-4_Asenovgrad_4326,75.0,319163.79136037955,4667319.376345948,0,51.17101195455635,corrected_student,,,
351,phantom,promoted_phantom,351,351,K-35-056-3,50.0,544914.7360286573,4698767.253198382,2,29.34334247767121,corrected_student,,,
352,phantom,promoted_phantom,352,352,K-35-063-1_Granit_4326,50.0,347227.88615038974,4684890.043809734,0,242.95448414404953,corrected_student,,,
353,phantom,promoted_phantom,353,353,K-35-063-1_Granit_4326,50.0,347829.9684767863,4670467.718531778,1,30.159001135211515,corrected_student,,,
354,phantom,promoted_phantom,354,354,K-35-063-1_Granit_4326,50.0,346109.76802295423,4672360.7435319135,1,285.1109760467015,corrected_student,,,
355,phantom,promoted_phantom,355,355,K-35-063-2_Chirpan_4326,50.0,369428.7790401231,4678478.143348718,2,21.760427730400803,corrected_student,,,
356,phantom,promoted_phantom,356,356,K-35-063-2_Chirpan_4326,50.0,371028.46432790393,4680059.864957204,1,11.98975720396699,corrected_student,,,
357,phantom,promoted_phantom,357,357,K-35-063-2_Chirpan_4326,125.0,359924.65340682573,4676706.751571729,0,127.21410894141866,corrected_student,,,
358,phantom,promoted_phantom,358,358,K-35-063-3_Tatarevo_4326,50.0,347507.4993233548,4669800.484904986,2,5.050156847813715,corrected_student,,,
359,phantom,promoted_phantom,359,359,K-35-063-2_Chirpan_4326,50.0,361033.84986320086,4671490.491834101,1,24.613934980407834,corrected_student,,,
360,phantom,promoted_phantom,360,360,K-35-063-3_Tatarevo_4326,50.0,338225.15621010296,4660281.298713207,1,31.852430066290307,corrected_student,,,
361,phantom,promoted_phantom,361,361,K-35-063-3_Tatarevo_4326,50.0,337063.7229049583,4668740.342605582,1,30.562941790397133,corrected_student,,,
362,phantom,promoted_phantom,362,362,K-35-064-1_Sredets_4326,75.0,376962.59978999046,4686635.2030640105,0,67.40942464215622,corrected_student,,,
363,phantom,promoted_phantom,363,363,K-35-064-1_Sredets_4326,50.0,388258.20656706527,4672096.465976533,0,1512.1416975165455,corrected_student,,,
364,phantom,promoted_phantom,364,364,K-35-064-1_Sredets_4326,50.0,377176.7681481218,4678568.9883249225,1,53.41455278734844,corrected_student,,,
365,phantom,promoted_phantom,365,365,K-35-064-1_Sredets_4326,50.0,389193.0849080361,4678611.575162824,0,60.47757403133567,corrected_student,,,
366,phantom,promoted_phantom,366,366,K-35-064-1_Sredets_4326,50.0,385790.3037016398,4677545.892204956,0,502.38010069395114,corrected_student,,,
367,phantom,promoted_phantom,367,367,K-35-063-1_Granit_4326,50.0,344435.91144320444,4683223.046814949,0,637.0627682354784,corrected_student,,,
368,phantom,promoted_phantom,368,368,K-35-063-1_Granit_4326,75.0,344520.9663093391,4682655.7274012165,1,64.49474650191006,corrected_student,,,
369,phantom,promoted_phantom,369,369,K-35-064-4_Galabovo_4326,150.0,404724.3047277498,4665292.794546254,0,113.41100671444767,corrected_student,,,
370,phantom,promoted_phantom,370,370,K-35-064-4_Galabovo_4326,50.0,399894.5406366164,4654811.00148701,0,143.8098503443813,corrected_student,,,
371,phantom,promoted_phantom,371,371,K-35-064-4_Galabovo_4326,75.0,409794.2732970227,4650529.993089026,1,72.05288719888937,corrected_student,,,
372,phantom,promoted_phantom,372,372,K-35-066-1,50.0,473667.9453029656,4679946.535260757,1,23.126482463700036,corrected_student,,,
373,phantom,promoted_phantom,373,373,K-35-066-2,50.0,485483.9146354536,4684920.416536843,2,37.256337009160056,corrected_student,,,
374,phantom,promoted_phantom,374,374,K-35-066-2,50.0,482672.5858009835,4675215.187100513,0,862.9032542083836,corrected_student,,,
375,phantom,promoted_phantom,375,375,K-35-066-2,150.0,482534.75386577577,4683201.980531297,0,140.3163520297402,corrected_student,,,
376,phantom,promoted_phantom,376,376,K-35-066-3,75.0,477236.234955477,4663629.797832786,0,50.494290413592076,corrected_student,,,
377,phantom,promoted_phantom,377,377,K-35-067-2,50.0,528917.1281469904,4683489.550466642,1,34.50459928219661,corrected_student,,,
378,phantom,promoted_phantom,378,378,K-35-066-1,50.0,462645.77899146825,4685053.285614514,1,25.40755247223443,corrected_student,,,
379,phantom,promoted_phantom,379,379,K-35-067-2,50.0,534629.2906124118,4671516.571895584,1,34.80193213819855,corrected_student,,,
380,phantom,promoted_phantom,380,380,K-35-067-3,150.0,516475.2129107209,4664322.4657436535,0,135.13195840451053,corrected_student,,,
381,phantom,promoted_phantom,381,381,K-35-067-3,50.0,513134.6538571044,4664880.22314974,1,30.663408432287437,corrected_student,,,
382,phantom,promoted_phantom,382,382,K-35-067-3,50.0,503503.5446340675,4664589.293460652,1,26.298052315431487,corrected_student,,,
383,phantom,promoted_phantom,383,383,K-35-067-3,50.0,513627.1649955639,4664554.389955234,1,25.11367125858175,corrected_student,,,
384,phantom,promoted_phantom,384,384,K-35-067-4,50.0,528636.890789273,4658913.661736282,0,739.1248788162908,corrected_student,,,
385,phantom,promoted_phantom,385,385,K-35-067-4,75.0,528605.0549204119,4663099.026655542,0,59.90771392077487,corrected_student,,,
386,phantom,promoted_phantom,386,386,K-35-067-4,50.0,537796.8076540703,4658881.687827713,0,1638.8525440000121,corrected_student,,,
387,phantom,promoted_phantom,387,387,K-35-075-2,50.0,373036.0274979846,4632569.101552576,1,21.8925045045546,corrected_student,,,
388,phantom,promoted_phantom,388,388,K-35-075-2,50.0,359425.20588182774,4637061.521405264,0,1009.8094252365106,corrected_student,,,
389,phantom,promoted_phantom,389,389,K-35-075-4,50.0,363589.0654919867,4632147.107462189,1,41.75701011184197,corrected_student,,,
390,phantom,promoted_phantom,390,390,K-35-076-1,50.0,383390.1197896393,4650371.67238646,1,11.806909957341393,corrected_student,,,
391,phantom,promoted_phantom,391,391,K-35-076-2,50.0,403555.2763711107,4643666.081626188,0,3199.9705998289983,corrected_student,,,
392,phantom,promoted_phantom,392,392,K-35-076-2,50.0,404620.603644665,4647147.125064442,0,3951.7536221305254,corrected_student,,,
393,phantom,promoted_phantom,393,393,K-35-076-2,100.0,414891.0835525195,4633440.079030659,0,91.07777217466234,corrected_student,,,
394,phantom,promoted_phantom,394,394,K-35-076-3,50.0,388875.9978818048,4624600.327771242,0,166.3690808525882,corrected_student,,,
395,phantom,promoted_phantom,395,395,K-35-076-4,75.0,414663.163413402,4623993.435727276,0,60.49622565910515,corrected_student,,,
396,phantom,promoted_phantom,396,396,K-35-077-1,50.0,431048.2212636391,4632188.036786323,0,1097.3342326030033,corrected_student,,,
397,phantom,promoted_phantom,397,397,K-35-077-1,50.0,434305.8462955358,4640950.256344655,0,446.4141923284338,corrected_student,,,
398,phantom,promoted_phantom,398,398,K-35-077-3,50.0,424921.8921874341,4628989.291145401,0,852.6498529207074,corrected_student,,,
399,phantom,promoted_phantom,399,399,K-35-077-3,75.0,425779.7158337968,4624729.885394438,2,1305.1379207957455,corrected_student,,,
